Id_cliente;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha_pedido;Id_pedido;Fecha envío;Telefono;Email;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C1708;NA;Federated States of Micronesia;Frutas;Online;Crítica;10/06/2020;170842397;10/06/2020;3022489354;matthew65@example.net;4917;9,33 €;6,92 €;45.875,61 €;34.025,64 €
C9311;NA;South Sudan;Frutas;Offline;Baja;10/05/2021;931131064;7/06/2021;3105152550;rickyrivers@example.com;1229;9,33 €;6,92 €;11.466,57 €;8.504,68 €
C1089;NA;Cape Verde;Frutas;Online;Media;27/10/2021;108907830;31/10/2021;3181144069;ynelson@example.org;7102;9,33 €;6,92 €;66.261,66 €;49.145,84 €
C7385;NA;Palau;Doméstico;Offline;Alta;31/12/2020;738596522;18/02/2021;3018836282;danamiller@example.org;5979;668,27 €;502,54 €;3.995.586,33 €;3.004.686,66 €
C9749;NA;Bahrain;Material de oficina;Offline;Baja;29/04/2021;974933469;12/06/2021;3008828638;angela63@example.com;3333;651,21 €;524,96 €;2.170.482,93 €;1.749.691,68 €
C8429;NA;Algeria;Material de oficina;Offline;Media;4/05/2021;842967498;14/05/2021;3131674435;walshashley@example.com;1670;651,21 €;524,96 €;1.087.520,70 €;876.683,20 €
C8880;NA;Botswana;Cuidado personal;Online;Crítica;7/11/2022;888059937;10/12/2022;3129177211;justin08@example.com;5525;81,73 €;56,67 €;451.558,25 €;313.101,75 €
C8258;NA;Seychelles ;Doméstico;Offline;Media;1/12/2020;825884616;3/01/2021;3141157826;pperry@example.org;6466;668,27 €;502,54 €;4.321.033,82 €;3.249.423,64 €
C8924;NA;The Gambia;Material de oficina;Online;Alta;8/06/2022;892427861;25/07/2022;3183160125;alexander47@example.com;8091;651,21 €;524,96 €;5.268.940,11 €;4.247.451,36 €
C4939;NA;Guinea-Bissau;Material de oficina;Online;Baja;2/11/2021;493988502;21/12/2021;3008256750;isaiahbennett@example.net;1030;651,21 €;524,96 €;670.746,30 €;540.708,80 €
C4571;NA;Pakistan;Verduras;Offline;Baja;17/07/2022;457177865;11/08/2022;3016673728;lopezashley@example.org;7945;154,06 €;90,93 €;1.224.006,70 €;722.438,85 €
C7789;NA;Mauritania;Cárnicos;Online;Media;19/03/2021;778919780;20/03/2021;3051778658;byrdrenee@example.com;8527;421,89 €;364,69 €;3.597.456,03 €;3.109.711,63 €
C1764;NA;Thailand;Material de oficina;Online;Alta;22/08/2020;176450574;8/09/2020;3162605817;juliehobbs@example.org;4501;651,21 €;524,96 €;2.931.096,21 €;2.362.844,96 €
C1373;NA;Afghanistan;Cárnicos;Offline;Media;1/08/2022;137319076;20/09/2022;3162952375;michelle03@example.org;4621;421,89 €;364,69 €;1.949.553,69 €;1.685.232,49 €
C8693;NA;The Gambia;Ropa;Online;Baja;17/08/2020;869386613;25/09/2020;3135223344;morganfrancisco@example.net;9673;109,28 €;35,84 €;1.057.065,44 €;346.680,32 €
C8508;NA;Oman;Cárnicos;Offline;Baja;16/08/2021;850827014;29/08/2021;3044439705;connie42@example.net;7476;421,89 €;364,69 €;3.154.049,64 €;2.726.422,44 €
C8801;NA;Burkina Faso;Snacks;Offline;Alta;24/05/2021;880126607;7/06/2021;3017341895;dhull@example.com;7876;152,58 €;97,44 €;1.201.720,08 €;767.437,44 €
C9260;NA;Cameroon;Ropa;Offline;Media;12/06/2020;926084220;5/07/2020;3059080170;lewisdavid@example.org;7755;109,28 €;35,84 €;847.466,40 €;277.939,20 €
C5778;NA;Burkina Faso;Cereales;Online;Alta;21/07/2022;577811181;23/08/2022;3118607294;bethany99@example.org;6024;205,70 €;117,11 €;1.239.136,80 €;705.470,64 €
C3947;NA;Serbia;Snacks;Online;Alta;17/11/2021;394731318;12/12/2021;3011879284;wsnyder@example.org;8624;152,58 €;97,44 €;1.315.849,92 €;840.322,56 €
C5565;NA;Mauritius ;Doméstico;Offline;Crítica;26/07/2021;556580960;9/09/2021;3021205693;steven39@example.net;3529;668,27 €;502,54 €;2.358.324,83 €;1.773.463,66 €
C4134;NA;Liberia;Material de oficina;Offline;Crítica;17/11/2020;413408935;13/12/2020;3188532135;barnettkathleen@example.net;5745;651,21 €;524,96 €;3.741.201,45 €;3.015.895,20 €
C7355;NA;Latvia;Cuidado personal;Offline;Crítica;3/05/2022;735576570;17/05/2022;3138164342;allenroger@example.org;2308;81,73 €;56,67 €;188.632,84 €;130.794,36 €
C5637;NA;China;Ropa;Offline;Media;16/09/2021;563757693;1/11/2021;3162275159;catherinebass@example.org;7284;109,28 €;35,84 €;795.995,52 €;261.058,56 €
C3589;NA;New Zealand;Verduras;Online;Baja;22/11/2020;358938634;9/12/2020;3159296136;jonesjeffrey@example.com;6773;154,06 €;90,93 €;1.043.448,38 €;615.868,89 €
C6524;NA;Sierra Leone;Snacks;Online;Crítica;3/10/2020;652418220;19/10/2020;3115571104;shannongarrett@example.net;3904;152,58 €;97,44 €;595.672,32 €;380.405,76 €
C6958;NA;Bulgaria;Material de oficina;Online;Crítica;26/07/2022;695807778;6/09/2022;3142968102;jennifermiller@example.com;3839;651,21 €;524,96 €;2.499.995,19 €;2.015.321,44 €
C7110;NA;Somalia;Material de oficina;Offline;Crítica;5/11/2020;711031138;7/12/2020;3129210349;anthonydavis@example.net;8769;651,21 €;524,96 €;5.710.460,49 €;4.603.374,24 €
C5403;NA;Spain;Bebida;Offline;Alta;17/12/2021;540324628;25/01/2022;3044469609;anthonyharris@example.org;2919;47,45 €;31,79 €;138.506,55 €;92.795,01 €
C9962;NA;Cyprus;Cereales;Offline;Media;31/08/2022;996237075;31/08/2022;3028156621;nelsonpeter@example.com;7544;205,70 €;117,11 €;1.551.800,80 €;883.477,84 €
C7116;NA;Namibia;Ropa;Online;Media;12/02/2020;711629807;5/03/2020;3144821411;arodriguez@example.org;5929;109,28 €;35,84 €;647.921,12 €;212.495,36 €
C1896;NA;Greenland;Cereales;Offline;Alta;19/11/2021;189676654;1/01/2022;3127581087;travisbishop@example.net;8392;205,70 €;117,11 €;1.726.234,40 €;982.787,12 €
C4538;NA;Rwanda;Doméstico;Online;Baja;23/08/2021;453863942;9/09/2021;3027291223;williamserin@example.com;7281;668,27 €;502,54 €;4.865.673,87 €;3.658.993,74 €
C7979;NA;The Bahamas;Material de oficina;Offline;Baja;14/08/2020;797990500;22/09/2020;3135763650;wtran@example.net;1977;651,21 €;524,96 €;1.287.442,17 €;1.037.845,92 €
C1361;NA;Germany;Bebida;Online;Alta;8/06/2020;136167657;21/06/2020;3175430925;jeromegilbert@example.com;3890;47,45 €;31,79 €;184.580,50 €;123.663,10 €
C1528;NA;Cyprus;Bebida;Online;Crítica;11/09/2021;152819240;16/10/2021;3177398833;scottmatthews@example.com;1464;47,45 €;31,79 €;69.466,80 €;46.540,56 €
C3526;NA;Luxembourg;Snacks;Online;Crítica;15/07/2022;352681577;25/07/2022;3164307059;whart@example.com;5171;152,58 €;97,44 €;788.991,18 €;503.862,24 €
C3108;NA;Tuvalu;Cereales;Online;Alta;27/01/2020;310803496;4/03/2020;3043030841;pameladavis@example.org;2516;205,70 €;117,11 €;517.541,20 €;294.648,76 €
C1225;NA;Bulgaria;Cosméticos;Offline;Baja;26/05/2020;122546327;18/06/2020;3024403687;hhill@example.org;3036;437,20 €;263,33 €;1.327.339,20 €;799.469,88 €
C8535;NA;Bangladesh;Frutas;Offline;Alta;4/01/2020;853583896;20/01/2020;3164270863;danielle57@example.com;3298;9,33 €;6,92 €;30.770,34 €;22.822,16 €
C4899;NA;El Salvador;Cuidado personal;Offline;Alta;4/07/2021;489902532;31/07/2021;3045599930;fhernandez@example.org;1901;81,73 €;56,67 €;155.368,73 €;107.729,67 €
C6878;NA;China;Verduras;Online;Media;2/10/2020;687801063;6/10/2020;3171077500;gloriathompson@example.net;4474;154,06 €;90,93 €;689.264,44 €;406.820,82 €
C9238;NA;Mongolia;Cárnicos;Online;Media;7/08/2022;923890817;17/08/2022;3117139848;ryanjennifer@example.net;8678;421,89 €;364,69 €;3.661.161,42 €;3.164.779,82 €
C7450;NA;Solomon Islands;Frutas;Offline;Alta;11/04/2022;745095622;27/05/2022;3011014666;petersonheather@example.org;9207;9,33 €;6,92 €;85.901,31 €;63.712,44 €
C2186;NA;Mauritania;Cosméticos;Offline;Baja;23/02/2021;218651807;19/03/2021;3017612259;ljones@example.org;2783;437,20 €;263,33 €;1.216.727,60 €;732.847,39 €
C3821;NA;South Korea;Verduras;Online;Media;26/05/2022;382108199;13/07/2022;3143564598;nsingh@example.net;3162;154,06 €;90,93 €;487.137,72 €;287.520,66 €
C9933;NA;Myanmar;Material de oficina;Online;Baja;17/01/2021;993326127;18/02/2021;3101121631;flemingryan@example.net;6130;651,21 €;524,96 €;3.991.917,30 €;3.218.004,80 €
C9804;NA;Botswana;Cereales;Offline;Baja;7/07/2022;980479419;6/08/2022;3053761984;zachary96@example.com;4503;205,70 €;117,11 €;926.267,10 €;527.346,33 €
C6920;NA;Portugal;Snacks;Offline;Crítica;11/03/2021;692054402;20/03/2021;3172989672;jennifer59@example.com;3131;152,58 €;97,44 €;477.727,98 €;305.084,64 €
C5468;NA;Spain;Verduras;Offline;Crítica;16/11/2021;546849906;11/12/2021;3126711280;jennifer14@example.org;3894;154,06 €;90,93 €;599.909,64 €;354.081,42 €
C5839;NA;Cote d'Ivoire;Bebida;Offline;Baja;11/03/2021;583977258;25/04/2021;3187190017;amartinez@example.com;703;47,45 €;31,79 €;33.357,35 €;22.348,37 €
C9128;NA;Russia;Alimento infantil;Online;Crítica;13/06/2020;912860286;10/07/2020;3057525255;richard48@example.org;4499;255,28 €;159,42 €;1.148.504,72 €;717.230,58 €
C3632;NA;Federated States of Micronesia;Ropa;Offline;Media;15/05/2021;363235318;25/06/2021;3134491420;dbrown@example.com;8257;109,28 €;35,84 €;902.324,96 €;295.930,88 €
C5351;NA;The Gambia;Cárnicos;Offline;Alta;11/10/2021;535151183;24/11/2021;3123364278;melody66@example.org;1982;421,89 €;364,69 €;836.185,98 €;722.815,58 €
C8489;NA;Luxembourg;Frutas;Offline;Alta;7/10/2022;848969209;15/10/2022;3041653611;thomasrobert@example.net;7710;9,33 €;6,92 €;71.934,30 €;53.353,20 €
C7953;NA;Liberia;Frutas;Offline;Crítica;15/07/2021;795363223;30/08/2021;3008678653;jroberts@example.org;4507;9,33 €;6,92 €;42.050,31 €;31.188,44 €
C3853;NA;Burundi;Cosméticos;Offline;Crítica;1/06/2021;385319554;27/06/2021;3174963405;newtonbrittany@example.net;3474;437,20 €;263,33 €;1.518.832,80 €;914.808,42 €
C6001;NA;Syria;Cereales;Offline;Alta;2/11/2021;600137031;15/11/2021;3122018825;melissa75@example.com;2739;205,70 €;117,11 €;563.412,30 €;320.764,29 €
C2414;NA;United States of America;Ropa;Offline;Alta;24/08/2022;241426980;24/09/2022;3131273648;justinsantiago@example.net;2463;109,28 €;35,84 €;269.156,64 €;88.273,92 €
C8811;NA;Japan;Alimento infantil;Offline;Baja;24/08/2022;881113231;5/10/2022;3177461976;mpitts@example.net;9840;255,28 €;159,42 €;2.511.955,20 €;1.568.692,80 €
C1114;NA;Laos;Frutas;Offline;Baja;22/01/2021;111432111;14/02/2021;3114486388;robert00@example.com;4093;9,33 €;6,92 €;38.187,69 €;28.323,56 €
C9949;NA;Germany;Verduras;Online;Crítica;14/10/2021;994932448;23/11/2021;3015985258;lauragutierrez@example.org;1476;154,06 €;90,93 €;227.392,56 €;134.212,68 €
C8144;NA;Greenland;Cuidado personal;Online;Crítica;23/07/2020;814475572;10/08/2020;3104035066;shawnhoover@example.com;276;81,73 €;56,67 €;22.557,48 €;15.640,92 €
C5232;NA;Jamaica;Cárnicos;Offline;Alta;26/08/2020;523235309;20/09/2020;3113320816;conleybrittany@example.com;5810;421,89 €;364,69 €;2.451.180,90 €;2.118.848,90 €
C6946;NA;Switzerland;Verduras;Online;Media;13/01/2020;694697988;23/02/2020;3044020982;dustinlynch@example.net;5427;154,06 €;90,93 €;836.083,62 €;493.477,11 €
C1726;NA;Sweden;Material de oficina;Online;Media;10/05/2021;172662436;10/06/2021;54;jamiecombs@example.com;3507;651,21 €;524,96 €;2.283.793,47 €;1.841.034,72 €
C1212;NA;Liberia;Bebida;Online;Media;15/12/2021;121239984;13/01/2022;3009284025;qgutierrez@example.org;6460;47,45 €;31,79 €;306.527,00 €;205.363,40 €
C8748;NA;Kiribati;Alimento infantil;Offline;Media;2/01/2021;874854457;4/01/2021;3176418912;douglas92@example.com;7730;255,28 €;159,42 €;1.973.314,40 €;1.232.316,60 €
C5882;NA;Malta;Cárnicos;Online;Media;6/12/2020;588242185;10/01/2021;3011424346;stacey97@example.net;2789;421,89 €;364,69 €;1.176.651,21 €;1.017.120,41 €
C1864;NA;Philippines;Cuidado personal;Online;Baja;12/04/2020;186451995;29/05/2020;3108476124;david89@example.org;4144;81,73 €;56,67 €;338.689,12 €;234.840,48 €
C2148;NA;Comoros;Alimento infantil;Offline;Baja;8/11/2020;214845216;29/11/2020;3149349355;fturner@example.com;6329;255,28 €;159,42 €;1.615.667,12 €;1.008.969,18 €
C3890;NA;Liechtenstein;Doméstico;Offline;Baja;29/07/2020;389095675;30/08/2020;3115091573;cruzcynthia@example.com;912;668,27 €;502,54 €;609.462,24 €;458.316,48 €
C9451;NA;Lebanon;Cereales;Online;Baja;15/08/2020;945189702;29/08/2020;3117052651;uwolfe@example.net;1492;205,70 €;117,11 €;306.904,40 €;174.728,12 €
C3894;NA;Greenland;Cereales;Offline;2;22/02/2021;389426124;5/04/2021;3128499604;marquezchad@example.net;8699;205,70 €;117,11 €;1.789.384,30 €;1.018.739,89 €
C4484;NA;Chad;Cereales;Online;Media;13/09/2022;448416268;15/09/2022;3045064805;gibsonchristopher@example.net;5193;205,70 €;117,11 €;1.068.200,10 €;608.152,23 €
C2190;NA;Macedonia;Doméstico;Offline;Baja;15/12/2021;219083964;5/01/2022;3122601378;harrisjonathan@example.org;668;668,27 €;502,54 €;446.404,36 €;335.696,72 €
C2186;NA;United Arab Emirates;Cosméticos;Offline;Alta;12/09/2021;218665540;19/10/2021;3005846468;kcampbell@example.net;6847;437,20 €;263,33 €;2.993.508,40 €;1.803.020,51 €
C1347;NA;Qatar;Cereales;Offline;Alta;29/10/2020;134709823;25/11/2020;3109924415;charlessilva@example.org;2485;205,70 €;117,11 €;511.164,50 €;291.018,35 €
C1750;NA;Iraq;Verduras;Online;Alta;5/07/2021;175078141;5/08/2021;3123645387;michael21@example.org;8367;154,06 €;90,93 €;1.289.020,02 €;760.811,31 €
C6179;NA;Kosovo;Material de oficina;Online;Baja;7/01/2022;617944324;4/02/2022;3045269355;kingtravis@example.org;2312;651,21 €;524,96 €;1.505.597,52 €;1.213.707,52 €
C4617;NA;Bhutan;Cosméticos;Offline;Crítica;12/01/2021;461794698;22/01/2021;3043738231;bakercarlos;4168;437,20 €;263,33 €;1.822.249,60 €;1.097.559,44 €
C5754;NA;Cuba;Ropa;Offline;Alta;2/12/2021;575428092;10/12/2021;3008442993;mooreheather@example.net;815;109,28 €;35,84 €;89.063,20 €;29.209,60 €
C5479;NA;Mexico;Alimento infantil;Online;Media;25/09/2022;547955834;9/10/2022;3173666297;edward20@example.org;1163;255,28 €;159,42 €;296.890,64 €;185.405,46 €
C9388;NA;Cote d'Ivoire;Bebida;Online;Media;1/07/2020;938801753;12/07/2020;3158464470;bortiz@example.com;1156;47,45 €;31,79 €;54.852,20 €;36.749,24 €
C1277;NA;Nigeria;Cereales;Offline;Alta;20/03/2021;127702176;2/05/2021;3101097999;simonthomas@example.com;8767;205,70 €;117,11 €;1.803.371,90 €;1.026.703,37 €
C1647;NA;Vanuatu;Material de oficina;Offline;Alta;17/04/2021;164705932;31/05/2021;3046174427;frederickjones@example.net;9000;651,21 €;524,96 €;5.860.890,00 €;4.724.640,00 €
C9201;NA;Kuwait;Verduras;Offline;Baja;20/05/2020;920174348;30/05/2020;3044947034;heidimiller@example.org;8893;154,06 €;90,93 €;1.370.055,58 €;808.640,49 €
C5347;NA;Namibia;Cárnicos;Offline;Media;3/11/2022;534781253;30/11/2022;3019676107;troyhill@example.net;2512;421,89 €;364,69 €;1.059.787,68 €;916.101,28 €
C3695;NA;Egypt;Verduras;Online;Baja;25/12/2021;369512975;5/02/2022;3134493970;maria12@example.net;5955;154,06 €;90,93 €;917.427,30 €;541.488,15 €
C9556;NA;Swaziland;Frutas;Offline;Crítica;15/07/2021;955668342;26/08/2021;3144916044;ahickman@example.com;2354;9,33 €;6,92 €;21.962,82 €;16.289,68 €
C6448;NA;Antigua and Barbuda ;Cárnicos;Offline;Crítica;8/10/2022;644858682;4/11/2022;3043838712;ltodd@example.org;6869;421,89 €;364,69 €;2.897.962,41 €;2.505.055,61 €
C5590;NA;Sri Lanka;Verduras;Offline;Alta;15/03/2020;559007823;18/04/2020;3055867766;jerry77@example.org;1692;154,06 €;90,93 €;260.669,52 €;153.853,56 €
C5403;NA;Liechtenstein;Bebida;Offline;Media;15/03/2020;540352094;30/03/2020;3055676288;aaron77@example.com;1047;47,45 €;31,79 €;49.680,15 €;33.284,13 €
C5014;NA;Angola;Material de oficina;Online;Crítica;20/05/2022;501440322;30/05/2022;3161961404;ibender@example.net;6189;651,21 €;524,96 €;4.030.338,69 €;3.248.977,44 €
C8751;NA;Brunei;Doméstico;Offline;Crítica;16/01/2021;875133836;6/02/2021;3122195809;anna91@example.net;404;668,27 €;502,54 €;269.981,08 €;203.026,16 €
C3646;NA;Samoa ;Ropa;Offline;Crítica;23/11/2020;-364606463;2/01/2021;3017622423;uwilliams@example.org;4010;109,28 €;35,84 €;438.212,80 €;143.718,40 €
C8933;NA;Marshall Islands;Frutas;Online;Baja;30/04/2021;893344533;20/05/2021;3019764953;uwilson@example.org;9354;9,33 €;6,92 €;87.272,82 €;64.729,68 €
C8551;NA;Democratic Republic of the Congo;Frutas;Online;Crítica;15/09/2020;855146872;20/09/2020;3024753884;hmorton@example.net;5818;9,33 €;6,92 €;54.281,94 €;40.260,56 €
C9641;NA;Tonga;Cosméticos;Online;Crítica;30/08/2020;964124810;31/08/2020;3176522222;dawnmoore;4811;437,20 €;263,33 €;2.103.369,20 €;1.266.880,63 €
C2047;NA;Mozambique;Snacks;Offline;Crítica;15/10/2021;204702174;17/10/2021;3047212979;bergerraymond@example.org;4777;152,58 €;97,44 €;728.874,66 €;465.470,88 €
C7816;NA;Kuwait;Cárnicos;Online;Media;25/03/2022;781615293;10/04/2022;3053501144;cjones@example.net;6189;421,89 €;364,69 €;2.611.077,21 €;2.257.066,41 €
C4699;NA;Romania;Bebida;Offline;Alta;16/12/2021;469912993;22/01/2022;3054190056;rebeccaenglish@example.org;6552;47,45 €;31,79 €;310.892,40 €;208.288,08 €
C2649;NA;South Sudan;Cosméticos;Online;Crítica;9/05/2021;264956605;4/06/2021;3154554463;hhughes@example.org;5402;437,20 €;263,33 €;2.361.754,40 €;1.422.508,66 €
C3324;NA;Malaysia;Snacks;Offline;Crítica;13/08/2022;332419955;12/09/2022;3142133925;daviskathy@example.org;9307;152,58 €;97,44 €;1.420.062,06 €;906.874,08 €
C4582;NA;Costa Rica;Snacks;Offline;Media;22/08/2022;458289372;30/08/2022;3114708322;kaitlinprice@example.net;6864;152,58 €;97,44 €;1.047.309,12 €;668.828,16 €
C4988;NA;Croatia;Cuidado personal;Online;Alta;25/02/2020;498863685;8/03/2020;3182018753;kellyford@example.org;3705;81,73 €;56,67 €;302.809,65 €;209.962,35 €
C8307;NA;Nepal;Bebida;Offline;Baja;5/11/2022;830754220;7/11/2022;6;brandipatterson@example.net;7490;47,45 €;31,79 €;355.400,50 €;238.107,10 €
C1008;NA;Tajikistan;Alimento infantil;Online;Alta;1/04/2020;100884807;30/04/2020;3152768146;david90@example.org;2911;255,28 €;159,42 €;743.120,08 €;464.071,62 €
C1764;NA;Serbia;Cárnicos;Offline;Alta;17/04/2022;176491773;24/04/2022;3022191202;jeff01@example.net;6692;421,89 €;364,69 €;2.823.287,88 €;2.440.505,48 €
C2951;NA;Angola;Cárnicos;Offline;Baja;25/09/2020;295123946;3/11/2020;3023523078;cgomez@example.com;2589;421,89 €;364,69 €;1.092.273,21 €;944.182,41 €
C2146;NA;Japan;Cuidado personal;Online;Baja;7/01/2022;214642655;14/02/2022;3014104129;christopherbrady@example.com;6386;81,73 €;56,67 €;521.927,78 €;361.894,62 €
C6632;NA;Iceland;Cárnicos;Online;Media;21/02/2020;663221728;1/03/2020;3119816756;jacksonsharon@example.net;903;421,89 €;364,69 €;380.966,67 €;329.315,07 €
C1893;NA;Cyprus;Ropa;Offline;Media;2/12/2020;189347493;21/12/2020;3176593902;marygriffin@example.org;986;109,28 €;35,84 €;107.750,08 €;35.338,24 €
C1118;NA;East Timor;Bebida;Offline;Alta;30/07/2020;111818778;23/08/2020;3123993936;thomasdavis@example.org;8516;47,45 €;31,79 €;404.084,20 €;270.723,64 €
C4697;NA;Tajikistan;Material de oficina;Online;Baja;17/06/2021;469746911;28/07/2021;3123917724;wwatson@example.com;7405;651,21 €;524,96 €;4.822.210,05 €;3.887.328,80 €
C4725;NA;Somalia;Doméstico;Online;Crítica;7/01/2022;472555720;3/02/2022;3177776623;josephmartinez@example.com;8594;668,27 €;502,54 €;5.743.112,38 €;4.318.828,76 €
C7499;NA;Spain;Ropa;Offline;Alta;9/02/2021;749981534;11/02/2021;3162758147;tbryant@example.com;5057;109,28 €;35,84 €;552.628,96 €;181.242,88 €
C2020;NA;Sweden;Cereales;Online;Crítica;12/04/2022;202073180;8/05/2022;3058796507;wagnermichelle@example.net;6799;205,70 €;117,11 €;1.398.554,30 €;796.230,89 €
C9491;NA;Ethiopia;Doméstico;Offline;Baja;26/11/2020;949191987;15/12/2020;3177221783;chrisjohnson@example.com;5857;668,27 €;502,54 €;3.914.057,39 €;2.943.376,78 €
C6820;NA;Turkmenistan;Cuidado personal;Offline;Baja;4/10/2022;682011783;14/11/2022;3134531487;alexanderalyssa@example.com;1297;81,73 €;56,67 €;106.003,81 €;73.500,99 €
C3115;NA;Malta;Ropa;Online;Baja;6/08/2022;311518895;21/08/2022;3004580213;kmoore@example.org;4219;109,28 €;35,84 €;461.052,32 €;151.208,96 €
C8190;NA;Malawi;Cosméticos;Offline;Baja;16/09/2022;819012153;18/09/2022;3009278363;patrick25@example.net;2751;437,20 €;263,33 €;1.202.737,20 €;724.420,83 €
C1061;NA;Czech Republic;Material de oficina;Offline;Crítica;29/01/2020;106102883;28/02/2020;3126538804;jesusrogers@example.org;7056;651,21 €;524,96 €;4.594.937,76 €;3.704.117,76 €
C6447;NA;Netherlands;Cárnicos;Offline;Media;3/02/2022;644714915;10/02/2022;3016857206;masseyshelby@example.com;4325;421,89 €;364,69 €;1.824.674,25 €;1.577.284,25 €
C9270;NA;Sweden;Bebida;Offline;Baja;2/04/2022;927084577;16/04/2022;3166163922;martinrandall@example.net;3783;47,45 €;31,79 €;179.503,35 €;120.261,57 €
C4157;NA;Saudi Arabia;Verduras;Online;Crítica;6/08/2021;415760695;18/08/2021;3043651622;garciasherry@example.com;1684;154,06 €;90,93 €;259.437,04 €;153.126,12 €
C8936;NA;Turkey;Cereales;Online;Media;29/07/2021;893604600;29/08/2021;3119810240;paulmoore@example.com;6314;205,70 €;117,11 €;1.298.789,80 €;739.432,54 €
C6137;NA;Dominican Republic;Ropa;Offline;Baja;12/08/2022;613790118;18/09/2022;3186050237;briancruz@example.org;2991;109,28 €;35,84 €;326.856,48 €;107.197,44 €
C1498;NA;Uzbekistan;Cuidado personal;Offline;Alta;31/08/2022;149803578;7/09/2022;3164727893;marshalltodd@example.net;9063;81,73 €;56,67 €;740.718,99 €;513.600,21 €
C1454;NA;Kuwait;Snacks;Offline;Media;14/07/2021;145443809;26/07/2021;3188652771;eparker@example.net;8910;152,58 €;97,44 €;1.359.487,80 €;868.190,40 €
C8648;NA;Federated States of Micronesia;Ropa;Offline;Crítica;9/04/2022;864822137;11/05/2022;3175382473;lisa09@example.net;8943;109,28 €;35,84 €;977.291,04 €;320.517,12 €
C8423;NA;Samoa ;Material de oficina;Online;Alta;10/03/2021;842362391;14/04/2021;3025907304;mrodriguez@example.org;2606;651,21 €;524,96 €;1.697.053,26 €;1.368.045,76 €
C9328;NA;Eritrea;Snacks;Online;Baja;18/09/2020;932800900;21/09/2020;3014374781;brockdavid@example.com;5370;152,58 €;97,44 €;819.354,60 €;523.252,80 €
C2611;NA;Singapore;Alimento infantil;Online;Alta;3/04/2022;261186492;13/04/2022;3026459526;ebarber@example.org;9742;255,28 €;159,42 €;2.486.937,76 €;1.553.069,64 €
C2728;NA;Mauritania;Doméstico;Offline;Media;23/11/2021;272880494;31/12/2021;3025153072;john24@example.org;257;668,27 €;502,54 €;171.745,39 €;129.152,78 €
C6835;NA;Bhutan;Ropa;Online;Alta;30/05/2020;683556735;8/06/2020;3023333516;victoriasimmons@example.com;8483;109,28 €;35,84 €;927.022,24 €;304.030,72 €
C8292;NA;Republic of the Congo;Bebida;Online;Baja;5/11/2021;829201543;15/11/2021;3001208962;graydarren@example.com;8018;47,45 €;31,79 €;380.454,10 €;254.892,22 €
C1161;NA;Germany;Bebida;Online;Media;18/08/2020;116113746;1/09/2020;3019895345;jessicamoss@example.org;9493;47,45 €;31,79 €;450.442,85 €;301.782,47 €
C2709;NA;Tunisia ;Cereales;Offline;Media;6/03/2020;270904672;14/03/2020;3059725646;daniel32@example.com;5567;205,70 €;117,11 €;1.145.131,90 €;651.951,37 €
;NA;Myanmar;Cereales;Offline;Media;7/01/2020;390498149;26/01/2020;3188313625;guzmanrebecca@example.com;5935;205,70 €;117,11 €;1.220.829,50 €;695.047,85 €
C9921;NA;Romania;Cosméticos;Offline;Media;28/01/2020;992130506;3/03/2020;3028167303;samuelhoward@example.com;2319;437,20 €;263,33 €;1.013.866,80 €;610.662,27 €
C8633;NA;Greece;Snacks;Offline;Crítica;10/02/2022;863350570;14/03/2022;3052315759;rhill@example.net;3474;152,58 €;97,44 €;530.062,92 €;338.506,56 €
C2120;NA;Benin;Cosméticos;Offline;Baja;28/07/2022;212019670;29/07/2022;3145516691;theresa13@example.org;187;437,20 €;263,33 €;81.756,40 €;49.242,71 €
C2163;NA;Jamaica;Material de oficina;Online;Crítica;5/08/2022;216311633;27/08/2022;3026162542;cindygibbs@example.net;274;651,21 €;524,96 €;178.431,54 €;143.839,04 €
C7747;NA;Liechtenstein;Doméstico;Online;Alta;6/11/2020;774712789;11/12/2020;3117449284;melissa99@example.net;3585;668,27 €;502,54 €;2.395.747,95 €;1.801.605,90 €
;NA;Greenland;Alimento infantil;Online;Crítica;17/09/2020;956021964;8/10/2020;3054370417;cowancody@example.com;6999;255,28 €;159,42 €;1.786.704,72 €;1.115.780,58 €
C3493;NA;Romania;Cosméticos;Online;Alta;26/03/2020;349350488;19/04/2020;3056880911;sandersjennifer@example.net;9428;437,20 €;263,33 €;4.121.921,60 €;2.482.675,24 €
C4141;NA;China;Cosméticos;Online;Alta;26/02/2022;414122188;23/03/2022;3121473297;ggallegos@example.net;6813;437,20 €;263,33 €;2.978.643,60 €;1.794.067,29 €
C4300;NA;East Timor;Doméstico;Offline;Baja;17/01/2021;430073392;5/02/2021;3127516753;dsoto@example.org;7129;668,27 €;502,54 €;4.764.096,83 €;3.582.607,66 €
C6472;NA;Albania;Cuidado personal;Online;Media;18/11/2021;647252929;28/12/2021;3024576110;ucochran@example.net;5380;81,73 €;56,67 €;439.707,40 €;304.884,60 €
C9360;NA;Laos;Frutas;Offline;Alta;20/06/2021;936022126;24/07/2021;3041450171;bartonjonathan@example.com;8602;9,33 €;6,92 €;80.256,66 €;59.525,84 €
